vorlage_titel_de,urnengang_datum,thema,Parent,thema_ave,thema_count,thema1,Code,thema1_ave,thema1_count,thema2,thema3,stimmbeteiligung,ja_prozent,year,ImageURL
Volksinitiative Eidgenössische «Kulturinitiative»,1986-09-27T22:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,Kulturpolitik,1200,40.55568839,6,Aufgabenteilung,#N/A,34.74303013,18.13622898,1986,
Bundesbeschluss über den Beitritt der Schweiz zur Organisation der Vereinten Nationen,1986-03-15T23:00:00Z,Aussenpolitik,200,50.44954623,33,UNO,230,51.97214092,3,#N/A,#N/A,50.70533493,24.33411021,1986,
Volksinitiative «für die Abschaffung der Vivisektion»,1985-11-30T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Tierversuche,1140,44.4747126,4,Tierische Produktion,Medizinforschung und -technik,37.96820829,29.47474462,1985,
"Schweizerisches Zivilgesetzbuch (Wirkungen der Ehe im allgemeinen, Ehegüterrecht und Erbrecht)",1985-09-21T22:00:00Z,Staatsordnung,100,48.14813263,94,Privatrecht,160,49.87401938,3,Stellung der Frau,Familienpolitik,41.09736052,54.72356892,1985,
Bundesbeschluss über die Innovationsrisikogarantie zugunsten von kleinen und mittleren Unternehmen,1985-09-21T22:00:00Z,Wirtschaft,400,48.27157492,76,Wettbewerbspolitik,410,45.50716949,6,#N/A,#N/A,40.86520354,43.11074873,1985,
Bundesbeschluss über die Volksinitiative «für die Koordination des Schuljahrbeginns»,1985-09-21T22:00:00Z,Bildung und Forschung,1100,39.99022374,24,Schulen,1100,39.28786867,6,Beziehungen zwischen Bund und Kantone,Beziehungen zwischen Bund und Kantone,40.99701313,58.84691576,1985,
Bundesbeschluss über die Aufhebung der Unterstützung für die Selbstversorgung mit Brotgetreide,1985-06-08T22:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Spar- und Sanierungsmassnahmen,Landesversorgung,35.3166943,57.04413413,1985,
Bundesbeschluss über die Neuverteilung des Reinertrages aus der fiskalischen Belastung gebrannter Wasser,1985-06-08T22:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Spar- und Sanierungsmassnahmen,600,38.30668732,9,Indirekte Steuern,Beziehungen zwischen Bund und Kantone,35.24761167,72.31151906,1985,
Bundesbeschluss über die Aufhebung des Kantonsanteiles am Reinertrag der Stempelabgaben,1985-06-08T22:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Spar- und Sanierungsmassnahmen,600,38.30668732,9,Indirekte Steuern,Beziehungen zwischen Bund und Kantone,35.2457537,66.52490417,1985,
Volksinitiative «Recht auf Leben»,1985-06-08T22:00:00Z,Staatsordnung,100,48.14813263,94,Grundrechte,160,39.34757861,3,Stellung der Frau,Strafrecht,35.72298611,30.95972408,1985,
Volksinitiative «für eine Verlängerung der bezahlten Ferien»,1985-03-09T23:00:00Z,Wirtschaft,400,48.27157492,76,Arbeitszeit,420,52.31992195,7,#N/A,#N/A,34.59961316,34.78408094,1985,
Bundesbeschluss über die Ausbildungsbeiträge,1985-03-09T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Hochschulen,1100,40.48378088,5,Aufgabenteilung,Spar- und Sanierungsmassnahmen,34.40220394,47.63026544,1985,
Bundesbeschluss über die Aufhebung der Beitragspflicht des Bundes im Gesundheitswesen,1985-03-09T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Gesundheitspolitik,1010,46.66984242,9,Aufgabenteilung,Spar- und Sanierungsmassnahmen,34.4007042,52.99450864,1985,
Bundesbeschluss über die Aufhebung der Beiträge für den Primarschulunterricht,1985-03-09T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Schulen,1100,39.28786867,6,Aufgabenteilung,Spar- und Sanierungsmassnahmen,34.38365071,58.4720884,1985,
Bundesbeschluss über die Volksinitiative «zur Entschädigung der Opfer von Gewaltverbrechen»,1984-12-01T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Fürsorge,1020,37.62285997,1,#N/A,#N/A,37.62285997,82.08780926,1984,
Bundesbeschluss über einen Radio- und Fernsehartikel,1984-12-01T23:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,"Radio, Fernsehen, elektronische Medien",1250,44.49486929,5,#N/A,#N/A,37.53748918,68.74375611,1984,
Volksinitiative «für einen wirksamen Schutz der Mutterschaft»,1984-12-01T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Mutterschaftsversicherung,1020,48.23409855,4,Stellung der Frau,#N/A,37.64100126,15.77623339,1984,
"Volksinitiative «für eine sichere, sparsame und umweltgerechte Energieversorgung»",1984-09-22T22:00:00Z,Energie,700,44.90049356,23,Energiepolitik,700,40.68013851,7,Umweltpolitik,#N/A,41.61699466,45.76653341,1984,
Volksinitiative «für eine Zukunft ohne weitere Atomkraftwerke»,1984-09-22T22:00:00Z,Energie,700,44.90049356,23,Kernenergie,700,44.42780188,9,Umweltpolitik,#N/A,41.64324228,45.02806019,1984,
Volksinitiative «gegen den Ausverkauf der Heimat»,1984-05-19T22:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Bodenrecht,910,42.26303326,7,Ausländerpolitik,#N/A,42.48016356,48.9212476,1984,
Volksinitiative «gegen den Missbrauch des Bankgeheimnisses und der Bankenmacht»,1984-05-19T22:00:00Z,Wirtschaft,400,48.27157492,76,"Banken, Börsen, Versicherungen",430,52.71611332,2,Steuerpolitik,#N/A,42.51957532,26.95734106,1984,
Volksinitiative «für einen echten Zivildienst auf der Grundlage des Tatbeweises»,1984-02-25T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Dienstverweigerung – Zivildienst,320,40.28862995,5,#N/A,#N/A,52.76893924,36.16741565,1984,
Bundesbeschluss über eine Abgabe für die Benützung der Nationalstrassen,1984-02-25T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,Indirekte Steuern,#N/A,52.78547862,52.98112604,1984,
Bundesbeschluss über die Erhebung einer Schwerverkehrsabgabe,1984-02-25T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Schwerverkehr,820,46.02636737,6,Indirekte Steuern,Umweltpolitik,52.76433953,58.69654625,1984,
Bundesbeschluss über die Erleichterung gewisser Einbürgerungen,1983-12-03T23:00:00Z,Staatsordnung,100,48.14813263,94,Bürgerrecht,160,45.4509234,7,Ausländerpolitik,#N/A,35.86870797,44.83337761,1983,
Bundesbeschluss über Änderungen der Bürgerrechtsregelung in der Bundesverfassung,1983-12-03T23:00:00Z,Staatsordnung,100,48.14813263,94,Bürgerrecht,160,45.4509234,7,Ausländerpolitik,Stellung der Frau,35.83245315,60.81211365,1983,
Bundesbeschluss über den Energieartikel in der Bundesverfassung,1983-02-26T23:00:00Z,Energie,700,44.90049356,23,Energiepolitik,700,40.68013851,7,Umweltpolitik,#N/A,32.38394287,50.9187539,1983,
Bundesbeschluss über die Neuregelung bei den Treibstoffzöllen,1983-02-26T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenbau,820,43.86182807,8,Indirekte Steuern,#N/A,32.41566771,52.68668469,1983,
Gegenentwurf zur Volksinitiative «zur Verhinderung missbräuchlicher Preise»,1982-11-27T23:00:00Z,Wirtschaft,400,48.27157492,76,Preispolitik,410,44.09979553,10,Konsumentenschutz,#N/A,32.92251171,24.83195512,1982,
Volksinitiative «zur Verhinderung missbräuchlicher Preise»,1982-11-27T23:00:00Z,Wirtschaft,400,48.27157492,76,Preispolitik,410,44.09979553,10,Konsumentenschutz,#N/A,32.92251171,57.94376521,1982,
Ausländergesetz,1982-06-05T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,Beschäftigungspolitik,#N/A,35.17699192,49.6401765,1982,
Schweizerisches Strafgesetzbuch (Gewaltverbrechen),1982-06-05T22:00:00Z,Staatsordnung,100,48.14813263,94,Strafrecht,160,48.45272312,13,Staatsschutz,#N/A,35.17856705,63.70857565,1982,
Bundesbeschluss über die Weiterführung der Finanzordnung und die Verbesserung des Bundeshaushaltes,1981-11-28T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,#N/A,30.35250476,68.95035957,1981,
Bundesbeschluss über die Volksinitiative «zur Absicherung der Rechte der Konsumenten»,1981-06-13T22:00:00Z,Wirtschaft,400,48.27157492,76,Konsumentenschutz,410,41.07208848,3,#N/A,#N/A,33.8910004,65.54683477,1981,
Bundesbeschluss über die Volksinitiative «Gleiche Rechte für Mann und Frau»,1981-06-13T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Stellung der Frau,1030,44.23063962,4,Grundrechte,#N/A,33.94256092,60.26819544,1981,
Volksinitiative «Mitenand-Initiative für eine neue Ausländerpolitik»,1981-04-04T22:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,Beschäftigungspolitik,#N/A,39.88151808,16.22236755,1981,
Bundesbeschluss über die Revision der Brotgetreideordnung des Landes,1980-11-29T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Spar- und Sanierungsmassnahmen,600,38.30668732,9,Pflanzliche Produktion,Landesversorgung,41.91707794,63.53838355,1980,
Bundesbeschluss über die Neuverteilung der Reineinnahmen der Eidgenössischen Alkoholverwaltung aus der fiskalischen Belastung der gebrannten Wasser,1980-11-29T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Spar- und Sanierungsmassnahmen,600,38.30668732,9,Beziehungen zwischen Bund und Kantone,Indirekte Steuern,41.89395679,71.04182326,1980,
Bundesbeschluss über die Aufhebung des Kantonsanteiles am Reinertrag der Stempelabgaben,1980-11-29T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Spar- und Sanierungsmassnahmen,600,38.30668732,9,Indirekte Steuern,Beziehungen zwischen Bund und Kantone,41.87142003,67.2959749,1980,
Bundesgesetz über den Strassenverkehr (Gurten- und Schutzhelmobligatorium),1980-11-29T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,#N/A,#N/A,42.05821852,51.5520397,1980,
Bundesbeschluss über die Neuordnung der Landesversorgung,1980-03-01T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Landesversorgung,300,34.46368425,1,#N/A,#N/A,34.46368425,86.05494848,1980,
Volksinitiative «betreffend die vollständige Trennung von Kirche und Staat»,1980-03-01T23:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,Religion – Kirchen,1200,42.68994831,4,Beziehungen zwischen Bund und Kantone,Steuerpolitik,34.66684443,21.09941066,1980,
Bundesbeschluss zum Atomgesetz,1979-05-19T23:00:00Z,Energie,700,44.90049356,23,Kernenergie,700,44.42780188,9,Umweltpolitik,#N/A,37.63891579,68.85742396,1979,
Bundesbeschluss über die Neuordnung der Umsatzsteuer und der direkten Bundessteuer,1979-05-19T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Finanzordnung,600,45.48570642,14,Steuersystem,#N/A,37.66130586,34.58938153,1979,
Volksinitiative «zur Wahrung der Volksrechte und der Sicherheit beim Bau und Betrieb von Atomanlagen»,1979-02-17T23:00:00Z,Energie,700,44.90049356,23,Kernenergie,700,44.42780188,9,Umweltpolitik,Referendum,49.57425185,48.79326267,1979,
Volksinitiative «gegen Suchtmittelreklame»,1979-02-17T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Suchtmittel,1010,50.77990726,17,#N/A,#N/A,49.5500268,40.95541671,1979,
Bundesbeschluss über die Volksinitiative «zur Förderung der Fuss- und Wanderwege»,1979-02-17T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Verkehr und Infrastruktur,0,49.27940326,2,Natur- und Heimatschutz,Freizeit und Tourismus,49.54961314,77.57984238,1979,
Bundesbeschluss über das Stimm- und Wahlrecht für 18jährige,1979-02-17T23:00:00Z,Staatsordnung,100,48.14813263,94,Stimmrecht,140,51.32866041,4,Kinder und Jugendliche,Grundrechte,49.58156849,49.19220842,1979,
Bundesgesetz über die Berufsbildung (BBG),1978-12-02T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Berufsbildung,1100,41.14271142,4,#N/A,#N/A,43.16057906,56.04333771,1978,
Bundesgesetz über die Erfüllung sicherheitspolizeilicher Aufgaben des Bundes,1978-12-02T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Staatsschutz,310,54.79911082,7,Polizei,#N/A,43.28065736,44.02516029,1978,
Tierschutzgesetz (TschG),1978-12-02T23:00:00Z,Landwirtschaft,500,46.31987628,38,Tierische Produktion,500,44.05493124,9,Tierschutz,#N/A,43.26437732,81.69672732,1978,
Milchwirtschaftsbeschluss 1977 (MWB 1977),1978-12-02T23:00:00Z,Landwirtschaft,500,46.31987628,38,Tierische Produktion,500,44.05493124,9,#N/A,#N/A,43.14717654,68.50107618,1978,
Bundesbeschluss über die Gründung des Kantons Jura (Art. 1 und 80 BV),1978-09-23T23:00:00Z,Staatsordnung,100,48.14813263,94,Territorialfragen,150,37.51287917,3,#N/A,#N/A,42.04887929,82.2914867,1978,
Volksinitiative «für 12 motorfahrzeugfreie Sonntage pro Jahr»,1978-05-27T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,Umweltpolitik,#N/A,49.12400301,36.2775789,1978,
Bundesgesetz über die Förderung der Hochschulen und die Forschung (HFG),1978-05-27T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Hochschulen,1100,40.48378088,5,Forschung,#N/A,48.90298664,43.31611163,1978,
Bundesgesetz über den Schutz der Schwangerschaft und die Strafbarkeit des Schwangerschaftsabbruchs,1978-05-27T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Stellung der Frau,1030,44.23063962,4,Strafrecht,#N/A,48.86740191,31.19551893,1978,
"Zolltarifgesetz, Änderung vom 7. Oktober 1977",1978-05-27T23:00:00Z,Landwirtschaft,500,46.31987628,38,Pflanzliche Produktion,500,49.67879024,16,Spar- und Sanierungsmassnahmen,Landesversorgung,48.69732515,54.81486369,1978,
Zeitgesetz,1978-05-27T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Verkehr und Infrastruktur,0,49.27940326,2,#N/A,#N/A,49.00919337,47.9059687,1978,
Bundesbeschluss über den Konjunkturartikel der Bundesverfassung,1978-02-25T23:00:00Z,Wirtschaft,400,48.27157492,76,Konjunkturpolitik,410,50.4509729,9,#N/A,#N/A,47.99814012,68.35517891,1978,
Volksinitiative «zur Herabsetzung des AHV-Alters»,1978-02-25T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,#N/A,#N/A,48.33494952,20.12351822,1978,
Bundesgesetz über die Alters- und Hinterlassenenversicherung (9. AHV-Revision),1978-02-25T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,#N/A,#N/A,48.3061407,65.58497537,1978,
Volksinitiative «für die vermehrte Mitbestimmung der Bundesversammlung und des Schweizervolkes im Nationalstrassenbau»,1978-02-25T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenbau,820,43.86182807,8,Natur- und Heimatschutz,Referendum,48.19935705,38.58537907,1978,
Bundesgesetz über Massnahmen zum Ausgleich des Bundeshaushaltes,1977-12-03T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Spar- und Sanierungsmassnahmen,600,38.30668732,9,#N/A,#N/A,38.16635946,62.42972505,1977,
Bundesbeschluss über die Einführung eines zivilen Ersatzdienstes,1977-12-03T23:00:00Z,Sicherheitspolitik,300,50.57895823,49,Dienstverweigerung – Zivildienst,320,40.28862995,5,#N/A,#N/A,38.28447459,37.59737785,1977,
Bundesgesetz über die politischen Rechte,1977-12-03T23:00:00Z,Staatsordnung,100,48.14813263,94,Initiative,140,41.52211466,8,Verfassungsgebungsverfahren,#N/A,38.10989581,59.42526568,1977,
Volksinitiative «für eine Reichtumssteuer»,1977-12-03T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Direkte Steuern,610,50.08035786,14,#N/A,#N/A,38.29270178,44.36737682,1977,
Volksinitiative «für die Fristenlösung»,1977-09-24T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Stellung der Frau,1030,44.23063962,4,Strafrecht,#N/A,51.92567381,48.29533939,1977,
Bundesbeschluss über die Erhöhung der Unterschriftenzahl für die Verfassungsinitiative (Art. 120 und 121 BV),1977-09-24T23:00:00Z,Staatsordnung,100,48.14813263,94,Initiative,140,41.52211466,8,Verfassungsgebungsverfahren,#N/A,51.61947075,56.70688492,1977,
Bundesbeschluss über die Erhöhung der Unterschriftenzahl für das Referendum (Art. 89 und 89bis BV),1977-09-24T23:00:00Z,Staatsordnung,100,48.14813263,94,Referendum,140,49.88956626,5,Gesetzgebungsverfahren,#N/A,51.62101868,57.85602344,1977,
Volksinitiative «gegen die Luftverschmutzung durch Motorfahrzeuge» (Albatrosinitiative),1977-09-24T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Luftreinhaltung,930,51.67204816,1,Strassenverkehr,#N/A,51.67204816,39.02858549,1977,
Gegenentwurf zur Volksinitiative «für einen wirksamen Mieterschutz»,1977-09-24T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Mietwesen,920,44.26261118,8,#N/A,#N/A,51.5849701,45.14637117,1977,
Volksinitiative «für einen wirksamen Mieterschutz»,1977-09-24T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Mietwesen,920,44.26261118,8,#N/A,#N/A,51.58494387,43.29093444,1977,
Bundesbeschluss über die Steuerharmonisierung,1977-06-11T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Steuersystem,610,49.9430591,3,#N/A,#N/A,49.9144579,61.32065572,1977,
Bundesbeschluss über die Neuordnung der Umsatzsteuer und der direkten Bundessteuer,1977-06-11T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Steuersystem,610,49.9430591,3,Finanzordnung,#N/A,50.00977398,40.51546617,1977,
Gegenentwurf zur Volksinitiative «über die Neuordnung des Staatsvertragsreferendums»,1977-03-12T23:00:00Z,Staatsordnung,100,48.14813263,94,Referendum,140,49.88956626,5,Aussenpolitische Grundhaltung,#N/A,44.95593563,66.06720236,1977,
Volksinitiative «über die Neuordnung des Staatsvertragsreferendums»,1977-03-12T23:00:00Z,Staatsordnung,100,48.14813263,94,Referendum,140,49.88956626,5,Staatsverträge mit einzelnen Staaten,Ausländerpolitik,44.95593563,23.26111526,1977,
Volksinitiative «für eine Beschränkung der Einbürgerungen»,1977-03-12T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,Bürgerrecht,#N/A,45.22329101,33.75957091,1977,
Volksinitiative «IV. Ueberfremdungsinitiative»,1977-03-12T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,#N/A,#N/A,45.19639962,29.54230938,1977,
Volksinitiative «für die Einführung der 40-Stunden-Woche»,1976-12-04T23:00:00Z,Wirtschaft,400,48.27157492,76,Arbeitszeit,420,52.31992195,7,#N/A,#N/A,45.15682845,21.95795328,1976,
Bundesbeschluss über die Preisüberwachung,1976-12-04T23:00:00Z,Wirtschaft,400,48.27157492,76,Preispolitik,410,44.09979553,10,Konsumentenschutz,#N/A,45.05323573,82.02167366,1976,
Bundesbeschluss über die Geld- und Kreditpolitik,1976-12-04T23:00:00Z,Wirtschaft,400,48.27157492,76,Geld- und Währungspolitik,430,44.43197927,9,"Banken, Börsen, Versicherungen",#N/A,44.83833652,70.3456824,1976,
Volksinitiative «für eine Haftpflichtversicherung durch den Bund für Motorfahrzeuge und Fahrräder»,1976-09-25T23:00:00Z,Verkehr und Infrastruktur,800,47.82569784,55,Strassenverkehr,800,48.53296085,14,#N/A,#N/A,33.5372423,24.29599959,1976,
Bundesbeschluss betreffend einen Verfassungsartikel über Radio und Fernsehen,1976-09-25T23:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,"Radio, Fernsehen, elektronische Medien",1250,44.49486929,5,Grundrechte,Medienfreiheit,33.50479882,43.29024363,1976,
Bundesbeschluss über eine Neukonzeption der Arbeitslosenversicherung,1976-06-12T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Arbeitslosenversicherung,1020,39.67033043,5,#N/A,#N/A,34.53094482,68.27219626,1976,
Bundesbeschluss betreffend ein Abkommen zwischen der Schweiz und der Internationalen Entwicklungsorganisation (IDA) über ein Darlehen von 200 Millionen Franken,1976-06-12T23:00:00Z,Aussenpolitik,200,50.44954623,33,Entwicklungszusammenarbeit,200,34.5279629,1,#N/A,#N/A,34.5279629,43.5517357,1976,
Bundesgesetz über die Raumplanung,1976-06-12T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Raumplanung,910,40.42970618,5,Natur- und Heimatschutz,#N/A,34.57596641,48.90269743,1976,
Volksinitiative «für eine Reform des Steuerwesens» (Gerechtere Besteuerung und Abschaffung der Steuerprivilegien),1976-03-20T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Steuerpolitik,610,44.52622981,8,#N/A,#N/A,39.30491806,42.21996066,1976,
Gegenentwurf zur Volksinitiative «für die Mitbestimmung der Arbeitnehmer»,1976-03-20T23:00:00Z,Wirtschaft,400,48.27157492,76,Sozialpartnerschaft,420,46.50943247,3,#N/A,#N/A,39.4467171,30.69491028,1976,
Volksinitiative «für die Mitbestimmung der Arbeitnehmer»,1976-03-20T23:00:00Z,Wirtschaft,400,48.27157492,76,Sozialpartnerschaft,420,46.50943247,3,#N/A,#N/A,39.44677043,32.82460688,1976,
Bundesgesetz über die Ein- und Ausfuhr von Erzeugnissen aus Landwirtschaftsprodukten,1975-12-06T23:00:00Z,Aussenpolitik,200,50.44954623,33,Zollwesen,260,56.70710927,3,Agrarpolitik,#N/A,31.08280163,52.02274956,1975,
Bundesbeschluss betreffend Änderung der Bundesverfassung im Gebiete der Wasserwirtschaft,1975-12-06T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Gewässerschutz,930,48.00538654,6,Wasserkraft,Aufgabenteilung,30.93303491,77.51838615,1975,
Bundesbeschluss über eine Änderung der Bundesverfassung (Niederlassungsfreiheit und Unterstützungsregelung),1975-12-06T23:00:00Z,Staatsordnung,100,48.14813263,94,Grundrechte,160,39.34757861,3,Fürsorge,Aufgabenteilung,30.90459582,75.61710549,1975,
Bundesbeschluss über die Erschwerung von Ausgabenbeschlüssen,1975-06-07T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Öffentliche Ausgaben,600,41.28712299,7,Gesetzgebungsverfahren,Parlament,36.80811679,75.94402547,1975,
Bundesbeschluss betreffend Erhöhung der Steuereinnahmen ab 1976,1975-06-07T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Spar- und Sanierungsmassnahmen,600,38.30668732,9,Steuerpolitik,#N/A,36.81991789,55.96280339,1975,
Bundesgesetz über die Änderung des Generalzolltarifs,1975-06-07T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Spar- und Sanierungsmassnahmen,600,38.30668732,9,#N/A,#N/A,36.78830492,48.23424656,1975,
Bundesbeschluss über die Finanzierung der Nationalstrassen,1975-06-07T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Spar- und Sanierungsmassnahmen,600,38.30668732,9,Strassenbau,#N/A,36.80978346,53.45869253,1975,
"Bundesbeschluss über den Schutz der Währung, Änderung vom 28. Juni 1974 (Verlängerung)",1975-06-07T23:00:00Z,Wirtschaft,400,48.27157492,76,Geld- und Währungspolitik,430,44.43197927,9,#N/A,#N/A,36.82489102,85.52528842,1975,
Bundesbeschluss über den Konjunkturartikel der Bundesverfassung,1975-03-01T23:00:00Z,Wirtschaft,400,48.27157492,76,Konjunkturpolitik,410,50.4509729,9,#N/A,#N/A,28.37927413,52.76592766,1975,
Gegenentwurf zur Volksinitiative «Soziale Krankenversicherung»,1974-12-07T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Kranken- und Unfallversicherung,1020,46.77694105,17,#N/A,#N/A,39.72240398,34.145303,1974,
Volksinitiative «Soziale Krankenversicherung»,1974-12-07T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Kranken- und Unfallversicherung,1020,46.77694105,17,#N/A,#N/A,39.72240398,27.55266784,1974,
Bundesbeschluss über die Erschwerung von Ausgabenbeschlüssen,1974-12-07T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Öffentliche Ausgaben,600,41.28712299,7,Gesetzgebungsverfahren,Parlament,39.53592788,67.00535817,1974,
Bundesbeschluss zur Verbesserung des Bundeshaushalts,1974-12-07T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Steuerpolitik,610,44.52622981,8,Spar- und Sanierungsmassnahmen,#N/A,39.57605087,44.39343002,1974,
Volksinitiative «gegen die Ueberfremdung und Ueberbevölkerung der Schweiz»,1974-10-19T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Ausländerpolitik,1030,51.12846747,20,#N/A,#N/A,70.32387707,34.26032777,1974,
Bundesbeschluss über einen Tierschutzartikel anstelle des bisherigen Artikels 25bis der Bundesverfassung,1973-12-01T23:00:00Z,Umwelt und Lebensraum,900,43.46254535,43,Tierschutz,930,40.40325898,2,Tierische Produktion,#N/A,34.9869731,83.95155478,1973,
"Bundesbeschluss über die Einschränkung der steuerwirksamen Abschreibungen bei den Einkommenssteuern von Bund, Kantonen und Gemeinden",1973-12-01T23:00:00Z,Öffentliche Finanzen,600,45.78524517,68,Steuerpolitik,610,44.52622981,8,Konjunkturpolitik,#N/A,34.95082135,68.0491837,1973,
Bundesbeschluss über Massnahmen zur Stabilisierung des Baumarktes,1973-12-01T23:00:00Z,Wirtschaft,400,48.27157492,76,Konjunkturpolitik,410,50.4509729,9,Strukturpolitik,#N/A,35.01242938,70.39189464,1973,
Bundesbeschluss über Massnahmen auf dem Gebiete des Kreditwesens,1973-12-01T23:00:00Z,Wirtschaft,400,48.27157492,76,Konjunkturpolitik,410,50.4509729,9,Geld- und Währungspolitik,"Banken, Börsen, Versicherungen",34.99300293,65.12111033,1973,
Bundesbeschluss über Massnahmen zur Ueberwachung der Preise,1973-12-01T23:00:00Z,Wirtschaft,400,48.27157492,76,Preispolitik,410,44.09979553,10,Beschäftigungspolitik,Konjunkturpolitik,35.02759947,59.7584279,1973,
Bundesbeschluss über die Aufhebung des Jesuiten- und des Klosterartikels der Bundesverfassung (Art. 51 und 52),1973-05-19T23:00:00Z,"Kultur, Religion, Medien",1200,42.55941099,18,Religion – Kirchen,1200,42.68994831,4,#N/A,#N/A,40.28456081,54.94521292,1973,
Bundesbeschluss über die Ergänzung der Bundesverfassung betreffend die Förderung der wissenschaftlichen Forschung,1973-03-03T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Forschung,1100,36.67529075,3,Hochschulen,#N/A,27.5029553,64.50524029,1973,
Bundesbeschluss über die Änderung der Bundesverfassung betreffend das Bildungswesen,1973-03-03T23:00:00Z,Bildung und Forschung,1100,39.99022374,24,Schulen,1100,39.28786867,6,Grundrechte,Aufgabenteilung,27.49758953,52.75440249,1973,
Bundesbeschluss über die Abkommen zwischen der Schweizerischen Eidgenossenschaft und der Europäischen Wirtschaftsgemeinschaft sowie den Mitgliedstaaten der Europäischen Gemeinschaft für Kohle und Stahl,1972-12-02T23:00:00Z,Aussenpolitik,200,50.44954623,33,EU,220,49.92906491,10,Zollwesen,Wirtschaftspolitik,52.91403465,72.52609482,1972,
Gegenentwurf zur Volksinitiative «zur Einführung einer Volkspension»,1972-12-02T23:00:00Z,Sozialpolitik,1000,48.56855724,132,Alters- und Hinterbliebenenversicherung,1020,51.73038178,23,Berufliche Vorsorge,#N/A,52.94451246,76.92807381,1972,
